team,twitter,url,ncaa_id,stats_name,private,roster
Erskine,FlyingFleetWBB,https://erskinesports.com/sports/womens-volleyball,1072,Erskine,,
Fairmont St.,FairmontWbb,https://fightingfalcons.com/sports/womens-volleyball,1076,Fairmont St.,,
Findlay,UFWBB,https://athletics.findlay.edu/sports/wvball/index,1079,,,
Fort Lewis,FortLewis_WBB,https://goskyhawks.com/sports/womens-volleyball,1083,Fort Lewis,false,
Francis Marion,FM_WBB,https://fmupatriots.com/sports/womens-volleyball/,1085,,,
Shepherd,SURamsWHoops,https://shepherdrams.com/sports/womens-volleyball,10870,Shepherd,,
Gardner-Webb,GWU_WBK,https://gwusports.com/sports/womens-volleyball,1092,Gardner-Webb,,
George Fox,GeorgeFoxWBB,https://athletics.georgefox.edu/sports/womens-volleyball,1094,,,
Georgia College,gcbobcatswbb,https://www.gcbobcats.com/sports/wvball/index,1096,,,
Chatham,chathamwbb,https://gochathamcougars.com/sports/womens-volleyball,10972,Chatham,,
Glenville St.,LadyPioneers_,https://gscpioneers.com/sports/womens-volleyball,1098,Glenville St.,,
Alas. Anchorage,UAAWBB,https://goseawolves.com/sports/womens-volleyball,11,Alas. Anchorage,,
Sage Colleges,sagewbb,https://www.sagegators.com/sports/wvball/index,11036,,,
Greenville,guwvball,http://athletics.greenville.edu/sports/wvball/index,1111,,,
Guilford,GuilfordWBB,https://guilfordquakers.com/sports/womens-volleyball,1112,,,
Hanover,HanoverWBB,https://athletics.hanover.edu/sports/wvball,1115,Hanover,,
Harding,Harding_WBB,https://hardingsports.com/sports/womens-volleyball,1116,Harding,,
UC San Diego,UCSDwbb,https://ucsdtritons.com/sports/womens-volleyball,112,UC San Diego,,
Henderson St.,ReddiesWBB,https://hsusports.com/sports/womens-volleyball,1123,Henderson St.,,
Hendrix,HX_WBB,https://hendrixwarriors.com/sports/womens-volleyball,1124,Hendrix,,
Holy Family,HolyFamily_WBB,https://athletics.holyfamily.edu/sports/womens-volleyball,1126,Holy Family,,
S.C. Aiken,USCAWBB,https://pacersports.com/sports/womens-volleyball,11276,S.C. Aiken,,
UC Santa Cruz,ucscwbb,https://goslugs.com/sports/womens-volleyball,113,,,
Huntingdon,HCHawksWBB,https://www.huntingdonhawks.com/sports/wvball/index,1130,,,
Husson,Hussonwbb,https://hussoneagles.com/sports/womens-volleyball,1133,,,
Calvin,Calvinwvball,https://calvinknights.com/sports/wvball/index,114,,,
Colo. Christian,ccu_wbb,https://ccucougars.com/sports/womens-volleyball,11403,,,
Colorado Mesa,CMUWBasketball,https://cmumavericks.com/sports/womens-volleyball,11416,,,
Queens (NC),QueensWBB,https://queensathletics.com/sports/womens-volleyball,11504,,,
Fontbonne,fontbonnewbb,https://fontbonnegriffins.com/sports/wvball/index,11538,,,
Neb.-Kearney,UNKWBB,https://lopers.com/sports/womens-volleyball,1156,Neb.-Kearney,,
Keuka,KeukaWBB,https://keukaathletics.com/sports/womens-volleyball,1159,,,
LaGrange,LCPanthers_WBB,https://www.lagrangepanthers.com/sports/wvball/index,1162,,,
Lakeland,MuskiesWBB,https://lakelandmuskies.com/sports/womens-volleyball,1164,,,
Lander,LanderWBB,https://landerbearcats.com/sports/wvball,1167,,,
Capital,CapitalWBB,https://athletics.capital.edu/sports/womens-volleyball,117,,,
Lenoir-Rhyne,LRUWBB,https://lrbears.com/sports/womens-volleyball,1170,,,
Limestone,LCWBB,https://golimestonesaints.com/sports/womens-volleyball,1174,Limestone,,
West Florida,UWFWBB,https://goargos.com/sports/womens-volleyball,11740,,,
Linfield,linfieldwbb,https://golinfieldwildcats.com/sports/womens-volleyball,1179,Linfield,,
Carleton,Carleton_WBB,https://athletics.carleton.edu/sports/womens-volleyball,118,Carleton,,
Pitt.-Greensburg,UPG_WBB,https://pittgreensburgathletics.com/sports/womens-volleyball,11839,Pitt.-Greensburg,,
Carnegie Mellon,cmutartanswbb,https://athletics.cmu.edu/sports/wvball/index,119,,,
Marian (WI),marianwbb,https://muknights.com/sports/womens-volleyball,1196,,,
Mars Hill,MarsHill_WBB,https://www.marshilllions.com/sports/wvball/index,1199,Mars Hill,,
Alas. Fairbanks,NanooksWBB,https://alaskananooks.com/sports/womens-volleyball,12,Alas. Fairbanks,,
Carroll (WI),carrollu_wbb,https://gopios.com/sports/womens-volleyball,120,,,
Mary Hardin-Baylor,cruwomenshoops,https://cruathletics.com/sports/womens-volleyball,1203,,,
Cabrini,_cwbb,https://cabriniathletics.com/sports/womens-volleyball,88,,,
CWRU,CWRUWBB,https://athletics.case.edu/sports/wvball/index,122,,,
Albion,AlbionWBB,https://gobrits.com/sports/womens-volleyball,15,,,
Montevallo,MontevalloWBB,https://montevallofalcons.com/sports/womens-volleyball,1238,,,
Allegheny,AlleghenyWBB,https://alleghenygators.com/sports/womens-volleyball,19,,,
MSU Moorhead,MSUM_WBB,https://www.msumdragons.com/sports/womens-volleyball,1240,,,
Mount Olive,umowbb,https://umotrojans.com/sports/womens-volleyball,1245,Mount Olive,,
Centenary (LA),CentenaryWBB,https://centenarycyclones.com/sports/womens-volleyball,125,Centenary (LA),,
Neumann,NeumannWBB,https://www.neumannathletics.com/sports/womens-volleyball,1254,Neumann,,
Newberry,newberry_wbb,https://newberrywolves.com/sports/womens-volleyball,1257,Newberry,,
Northern St.,nsuwolves_wbb,https://nsuwolves.com/sports/womens-volleyball,1266,Northern St.,,
Northland,jillswbb,https://northlandcollegesports.com/sports/womens-volleyball,1267,Northland,,
Northwest Nazarene,NnuWbb,https://nnusports.com/sports/womens-volleyball,1274,Northwest Nazarene,,
Alliance,NyackWomen,https://athletics.allianceu.edu/sports/womens-volleyball,1277,,,
Wheeling,WU_WBB,https://wucardinals.com/sports/womens-volleyball,12799,Wheeling,,
Northeastern St.,RiverHawksWBK,https://goriverhawksgo.com/sports/womens-volleyball,12810,Northeastern St.,,
Tusculum,TusculumWBB,https://www.tusculumpioneers.com/sports/wvball/index,12830,,,
Centenary (NJ),CyclonesWBB,,12884,,,
Ouachita Baptist,OBULadyTigers,https://obutigers.com/sports/womens-volleyball,1289,Ouachita Baptist,,
Central Mo.,UCMWBB,https://ucmathletics.com/sports/womens-volleyball,130,Central Mo.,,
Anderson (SC),AUTrojansWBB,https://www.autrojans.com/sports/wvball/index,13028,Anderson (SC),,
Cairn,CairnWBB,https://www.cairnhighlanders.com/sports/womens-volleyball,1305,,,
Pittsburg St.,GorillasWBB,https://pittstategorillas.com/sports/womens-volleyball,1314,Pittsburg St.,,
Benedictine (IL),benuwbb,https://benueagles.com/sports/womens-volleyball,296,Benedictine (IL),,
Post,PostWBB,https://posteagles.com/sports/womens-volleyball,1318,Post,,
Centre,CCWBasketball,https://centrecolonels.com/sports/womens-volleyball,132,Centre,,
Rockhurst,RockhurstWBB,https://rockhursthawks.com/sports/womens-volleyball,1328,Rockhurst,,
Lees-McRae,LMCWBB,https://lmcbobcats.com/sports/womens-volleyball,13302,Lees-McRae,,
St. Edward's,SEUWBasketball,https://gohilltoppers.com/sports/womens-volleyball,1334,St. Edward's,,
St. Joseph's (L.I.),sjc_wbb,https://sjliathletics.com/sports/wvball/index,1340,,,
Saint Martin's,SMUSaints_WBB,https://smusaints.com/sports/womens-volleyball,1343,Saint Martin's,,
St. Mary's (TX),StMUwbb,https://rattlerathletics.com/sports/womens-volleyball,1346,St. Mary's (TX),,
St. Thomas Aquinas,STACWBB,https://www.stacathletics.com/sports/wvball/index,1348,,,
Schreiner,SchreinerWBK,https://schreinermountaineers.com/sports/wvball/index,1355,Schreiner,,
Blackburn,Blackburn_WBB,https://www.blackburnbeavers.com/sports/wvball/index,64,Blackburn,,
Southeastern Okla.,SavageStormWBB,https://gosoutheastern.com/sports/womens-volleyball,1371,Southeastern Okla.,,
Southern Ark.,SAUWBasketball,https://muleriderathletics.com/sports/womens-volleyball,1376,Southern Ark.,,
Chris. Newport,cnuwbb,https://www.cnusports.com/sports/womens-volleyball,139,,,
Sul Ross St.,SRSU_WBB,https://srlobos.com/sports/womens-volleyball,1390,,,
Tarleton St.,TarletonWBB,https://tarletonsports.com/sports/womens-volleyball,1395,Tarleton St.,,
Brockport,Brockport_WBB,https://gobrockport.com/sports/womens-volleyball,78,,,
Tiffin,TiffinUwbb,https://www.gotiffindragons.com/sports/wvball/index,1403,,,
Whitworth,BucWBB,https://whitworthpirates.com/sports/womens-volleyball,1454,Whitworth,,
Wayne St. (NE),WayneStateWBB,https://wscwildcats.com/sports/womens-volleyball,1433,Wayne St. (NE),,
Waynesburg,LadyJ_Hoops,https://waynesburgsports.com/sports/womens-volleyball,1434,Waynesburg,,
West Liberty,WLU_Hoops,https://hilltoppersports.com/sports/womens-volleyball,1438,West Liberty,,
West Virginia St.,WVSULadyJackets,https://wvsuyellowjackets.com/sports/womens-volleyball,1439,,,
Clark Atlanta,CAU_WBasketball,https://clarkatlantasports.com/sports/womens-volleyball,144,,,
Western N.M.,WNMU_WBB,https://wnmumustangs.com/sports/womens-volleyball,1445,,,
Western Ore.,WOUWBB,https://wouwolves.com/sports/womens-volleyball,1446,Western Ore.,,
Western Wash.,WWUbasketball,https://wwuvikings.com/sports/womens-volleyball,1448,Western Wash.,,
Clark (MA),ClarkU_wbb,https://www.clarkathletics.com/sports/wvball/index,145,,,
Carthage,Carthage_WBB,https://athletics.carthage.edu/sports/womens-volleyball,121,Carthage,,
Castleton,CastletonWBB,https://castletonsports.com/sports/womens-volleyball,123,,,
Clarkson,Clarkson_WBB,https://clarksonathletics.com/sports/womens-volleyball,146,,,
Wilmington (OH),DubC_LQB,http://www.wilmingtonquakers.com/sports/wvball/index,1461,,,
Wingate,WingateWBB,https://wingatebulldogs.com/sports/womens-volleyball,1462,,,
Goucher,GoucherWBB,https://athletics.goucher.edu/sports/wvball/index,1467,,,
Cedar Crest,cccwbb,https://cedarcrestathletics.com/sports/womens-volleyball,14795,,,
Catholic,CatholicU_WBB,https://www.catholicathletics.com/sports/wvball/index,124,,,
Coe,CoeCollegeWBB,https://kohawkathletics.com/sports/womens-volleyball,150,,,
Colby,ColbyWBB,https://colbyathletics.com/sports/womens-volleyball,151,,,
Colorado Col.,cc_wbb,https://cctigers.com/sports/womens-volleyball,154,,,
Colo. Sch. of Mines,MinesWBB,https://minesathletics.com/sports/womens-volleyball,155,Colo. Sch. of Mines,,
Colorado St.,CSUWBasketball,https://csurams.com/sports/womens-volleyball,156,Colorado St.,,
Rosemont,_rosemontwbb,https://rosemont-ravens.com/sports/womens-volleyball,15882,Rosemont,,
Columbus St.,CSUCougarsWBB,https://csucougars.com/sports/womens-volleyball,159,Columbus State,,
Albright,AlbrightWBB,https://albrightathletics.com/sports/womens-volleyball,16,,,
Concordia Chicago,CUCwvball,https://www.cucougars.com/sports/womens-volleyball,160,Concordia Chicago,,
Misericordia,MisericordiaWBB,https://athletics.misericordia.edu/sports/womens-volleyball,16142,,,
Connecticut Col.,conncollegewbb,https://camelathletics.com/sports/womens-volleyball,163,Connecticut Col.,,
Cornell College,CornellRamsWBB,https://cornellrams.com/sports/volleyball,166,,,
William Peace,gopeacewbb,https://gopeacepacers.com/sports/womens-volleyball,17094,William Peace,,
Davis & Elkins,Senator_WBB,https://senatornation.com/sports/womens-volleyball,174,Davis & Elkins,,
Claremont-M-S,cmswbasketball,https://www.cmsathletics.org/sports/wvball/index,142,Claremont-M-S,,
Delaware Valley,DVUwbb,https://athletics.delval.edu/sports/womens-volleyball,179,,,
Alfred,AU_WBB,https://gosaxons.com/sports/womens-volleyball,18,,,
Delta St.,DeltaStateWBB,https://gostatesmen.com/sports/womens-volleyball,181,Delta St.,,
DePauw,DePauw_WBB,https://depauwtigers.com/sports/womens-volleyball/,177,,,
Denver,DU_WHoops,https://denverpioneers.com/sports/womens-volleyball,183,Denver,,
Dickinson,DickinsonWBB,https://www.dickinsonathletics.com/sports/wvball/index,185,,,
Dist. Columbia,UDC_WBB,https://www.udcfirebirds.com/sports/wvball/index,186,,,skip
Denison,DUWBB,https://denisonbigred.com/sports/womens-volleyball,182,Denison,,
Drew,Rangers_WBB,https://drewrangers.com/sports/wvball,190,Drew,,
Salem (WV),SU_WBBHoops,https://salemtigers.com/sports/womens-volleyball,19117,Salem (WV),,
Dubuque,UD_WBB,https://udspartans.com/sports/womens-volleyball,192,,,
Earlham,EarlhamWBB,https://goearlham.com/sports/womens-volleyball,195,Earlham,,
East Carolina,ECUWBB,https://ecupirates.com/sports/womens-volleyball,196,East Carolina,,
East Stroudsburg,ESU_WBB,https://esuwarriors.com/sports/womens-volleyball,197,East Stroudsburg,,
Tex. A&M-Commerce,Lion_WBB,https://lionathletics.com/sports/womens-volleyball,199,,,
DeSales,desales_wbb,https://athletics.desales.edu/sports/womens-volleyball,20,DeSales,,
Eastern Conn. St.,EasternWBB,https://gowarriorathletics.com/sports/womens-volleyball,200,,,
MSOE,MSOEwbb,https://www.go-raiders.com/sports/wvball/index,20220,,,
East. Mennonite,emu_wbb,https://www.emuroyals.com/sports/wvball/index,203,,,
Mont. St. Billings,MSUBWBB,https://msubsports.com/sports/womens-volleyball,205,Montana St. Billings,,
Eastern N.M.,ENMUWBB,https://goeasternathletics.com/sports/womens-volleyball,206,Eastern N.M.,,
Eckerd,EC_WBB,https://eckerdtritons.com/sports/womens-volleyball,208,Eckerd,,
Edinboro,BoroWBB,https://gofightingscots.com/sports/womens-volleyball,209,Edinboro,,
Alma,AlmaScotsWBB,https://almascots.com/sports/wvball/index,21,,,
Elizabethtown,BlueJaysWBB,https://etownbluejays.com/sports/womens-volleyball,211,Elizabethtown,,
Elmhurst,ElmhurstU_WBB,https://elmhurstbluejays.com/sports/womens-volleyball,212,Elmhurst,,
Elmira,ElmiraWBB,https://athletics.elmira.edu/sports/womens-volleyball,213,,,
Chestnut Hill,CHC_WBB,https://griffinathletics.com/sports/womens-volleyball,21323,Chestnut Hill,,
Emerson,Emersonwvball,https://www.emersonlions.com/sports/wvball/index,214,,,
Emmanuel (MA),EmmanuelHoops,https://www.goecsaints.com/sports/w-volley/index,215,,true,
Emory & Henry,EHCWBB,https://www.gowasps.com/sports/wvball/index,216,Emory & Henry,,
Emory,EmoryWBB,https://www.emoryathletics.com/sports/wvball/index,217,,,
Eureka,wildcatwmnhoops,http://www.eurekareddevils.com/sports/wvball/index,218,,,
Piedmont,PiedmontWBB,https://piedmontlions.com/sports/womens-volleyball,21830,,false,
Stevenson,StevensonU_WBB,https://gomustangsports.com/sports/womens-volleyball,21852,,,
American International,AICWBB,https://aicyellowjackets.com/sports/wvball/index,22,,,
FDU-Florham,DevilsWBB,https://fdudevils.com/sports/womens-volleyball,221,FDU-Florham,,
Ferris St.,Ferriswvball,https://www.ferrisstatebulldogs.com/sports/wvball/index,224,,,
Ferrum,FerrumWBB,https://ferrumpanthers.com/sports/womens-volleyball,225,,,
JWU (Providence),JWUWBasketball,https://providence.jwuathletics.com/sports/wvball/index,22626,,,
Fitchburg St.,FSU_FalconsWBB,https://www.fitchburgfalcons.com/sports/wvball/index,227,,,
Florida A&M,FAMU_WBB,https://famuathletics.com/sports/womens-volleyball,228,Florida A&M,,
American,American_WBB,https://aueagles.com/sports/womens-volleyball,23,American,,
Florida Tech,FloridaTechWBB,https://floridatechsports.com/sports/womens-volleyball,230,Florida Tech,,
FIU,FIUWBB,https://fiusports.com/sports/womens-volleyball,231,Fiu,,
Texas-Dallas,UTDALLAS_WBB,https://utdcomets.com/sports/womens-volleyball,23121,UT Dallas,,
Felician,FelicianU_WBB,https://www.felicianathletics.com/sports/wvball/index,23157,,,
Fla. Southern,FSC_WBB,https://fscmocs.com/sports/womens-volleyball,233,Fla. Southern,,
Florida,GatorsWBK,https://floridagators.com/sports/womens-volleyball,235,Florida,,
Medaille,MedailleWBB,https://medaillesports.com/sports/womens-volleyball,23725,Medaille,,
Franklin & Marshall,FandMWBB,https://www.godiplomats.com/sports/w-volley/index,239,,,
Franklin Pierce,FPURavensWBB,https://www.fpuravens.com/sports/wvball/index,241,,,
Fredonia,FredoniaWHoops,https://fredoniabluedevils.com/sports/womens-volleyball,242,,,
Frostburg St.,FROSTBURG_WBB,https://frostburgsports.com/sports/womens-volleyball,243,Frostburg St.,,
Lesley,Lesley_WBB,https://lesleyathletics.com/sports/wvball/index,24317,,,
Concordia (TX),ctxwomensbball,https://athletics.concordia.edu/sports/womens-volleyball,24400,Concordia (TX),,
Gannon,GannonWBB,https://gannonsports.com/sports/womens-volleyball,246,Gannon,,
Nova Southeastern,NSU_WBasketball,https://nsusharks.com/sports/womens-volleyball,24639,Nova Southeastern,,
SUNY Geneseo,GeneseoWBB,https://geneseoknights.com/sports/wvball,247,,,
Angelo St.,Belle_Hoops,https://angelosports.com/sports/womens-volleyball,25,Angelo St.,,
Penn St.-Altoona,PSAltoonaWBB,https://www.psaltoonalions.com/sports/wvball/index,25719,,,
Gettysburg,GburgWBB,https://gettysburgsports.com/sports/womens-volleyball,258,,,
Rowan,RowanWBB,https://www.rowanathletics.com/sports/womens-volleyball,259,Rowan,,
Grambling,WBB_LadyTigers,https://gsutigers.com/sports/womens-volleyball,261,Grambling,,
Becker,BCLadyhoopHawks,https://beckerhawks.com/sports/wvball/index,26107,,,
A&M-Corpus Christi,Islanders_WBB,https://goislanders.com/sports/womens-volleyball,26172,A&M-Corpus Christi,,
Grand Valley St.,gvsuwbb,https://gvsulakers.com/sports/womens-volleyball,262,,,
Grinnell,GrinnellWBB,https://pioneers.grinnell.edu/sports/womens-volleyball,264,,,
Grove City,GCC_WBB,https://athletics.gcc.edu/sports/womens-volleyball,265,Grove City,,
Gust. Adolphus,GustavusWBB,https://gogusties.com/sports/womens-volleyball,266,,,
Geneva,genevawbb,https://athletics.geneva.edu/sports/womens-volleyball,30084,Geneva,,
Hamline,HamlineWBB,https://hamlineathletics.com/sports/womens-volleyball,268,Hamline University,,
Belmont Abbey,AbbeyWBB,https://abbeyathletics.com/sports/womens-volleyball,2683,Belmont Abbey,,
Franklin,FCGrizWBB,https://franklingrizzlies.com/sports/womens-volleyball,2694,,,
IUPUI,IUPUILadyJags,https://iupuijags.com/sports/womens-volleyball,2699,Iupui,false,
Kansas City,KCRoosWBB,https://kcroos.com/sports/womens-volleyball,2707,Kansas City,,
Hardin-Simmons,cowgirl_bball,https://www.hsuathletics.com/sports/w-volley/index,271,,,
Oglethorpe,GoPetrelsWBB,https://gopetrels.com/sports/womens-volleyball,2713,,,
Colorado St.-Pueblo,CSUPuebloWBB,https://gothunderwolves.com/sports/womens-volleyball,2720,Colorado St.-Pueblo,,
Hartwick,hartwickwbb,https://www.hartwickhawks.com/sports/womens-volleyball,273,,,
Howard Payne,HPUWBasketball,https://hpusports.com/sports/womens-volleyball,2741,Howard Payne,,
Lake Erie,lakeeriewbb,https://www.lakeeriestorm.com/sports/wvball/index,2746,,,
Pacific (OR),PACUWBB,https://goboxers.com/sports/womens-volleyball,2751,,true,
Southwest Baptist,SBUbearcatsWBB,https://www.sbubearcats.com/sports/womens-volleyball,2755,Southwest Baptist,,
Western Colo.,westerncowbb,https://gomountaineers.com/sports/womens-volleyball,2759,Western Colo.,,
Heidelberg,bergwbb,https://www.bergathletics.com/sports/womens-volleyball,278,,,
Minn.-Crookston,UMNCrookstonWBB,https://goldeneaglesports.com/sports/womens-volleyball,27854,Minn.-Crookston,,
Farmingdale St.,fscwbb_,https://www.farmingdalesports.com/sports/wvball/index,27892,,,
Albertus Magnus,AlbertusWBB,https://www.albertusfalcons.com/sports/wvball/index,2798,,,
Hillsdale,ChargersWBB,https://www.hillsdalechargers.com/sports/wvball/index,280,Hillsdale,,
Hamilton,HamCollwvball,https://athletics.hamilton.edu/sports/womens-volleyball,267,Hamilton College,,
St. Thomas (TX),USTWBB,https://ustcelts.com/sports/wvball/index,2810,,,
Washburn,IchabodWBB,https://wusports.com/sports/womens-volleyball,2814,Washburn,,
Hollins,HollinsHoops,https://hollinssports.com/sports/womens-volleyball,284,,,
Birmingham-Southern,SOUTHERNWBB,https://bscsports.net/sports/womens-volleyball,28593,Birmingham-Southern,,
Hiram,HiramCollegeWBB,https://hiramterriers.com/sports/womens-volleyball,281,Hiram,,
Transylvania,TUWBX,http://www.transysports.com/sports/womens-volleyball,28749,Transylvania,,
Cal Poly Humboldt,humboldtwbb,https://humboldtathletics.com/sports/womens-volleyball,291,Humboldt St.,,
Hunter,HunterCollegeW1,https://www.huntercollegeathletics.com/sports/womens-volleyball,292,Hunter College,,
Idaho St.,HeartofaBengal,https://isubengals.com/sports/womens-volleyball,294,Idaho St.,,
Hope,HopeCollegeWBB,https://athletics.hope.edu/sports/wvball/index,286,,,
Illinois Col.,ICWBB,https://illinoiscollegeathletics.com/sports/womens-volleyball,297,Illinois College,,
Adelphi,AdelphiWBB,https://aupanthers.com/sports/womens-volleyball,3,,,
Arkansas St.,AStateWB,https://astateredwolves.com/sports/womens-volleyball,30,Arkansas St.,,
Ill. Wesleyan,IWUWomensBball,https://www.iwusports.com/sports/womens-volleyball,300,Ill. Wesleyan,,
Trevecca Nazarene,TNUwBasketball,https://www.tnutrojans.com/sports/wvball/index,30002,,,
Lee,LeeUWBB,https://leeuflames.com/sports/womens-volleyball,30013,Lee,,
Texas-Tyler,UTTylerWBB,https://uttylerpatriots.com/sports/womens-volleyball,30028,Texas-Tyler,,
Northwestern-St. Paul,unwwbb,https://unweagles.com/sports/womens-volleyball,30031,,,
Finlandia,FinnUwbb,https://fulions.com/sports/womens-volleyball,30032,,,
Crown (MN),BasketballCrown,https://athletics.crown.edu/sports/womens-volleyball,30035,Crown (MN),,
Mount Aloysius,MountieHoops,https://mountieathletics.com/sports/womens-volleyball,30036,Mount Aloysius,,
Trine,TrineWBB,https://www.trinethunder.com/sports/wvball/index,30037,,,
Bethany Lutheran,BethanyWbb,https://blcvikings.com/sports/womens-volleyball,30038,Bethany Lutheran,,
North Central (MN),NCU_WBB,https://ncurams.com/sports/womens-volleyball,30039,North Central (MN),false,
Mitchell,mitchellcollwbb,https://www.mitchellathletics.com/sports/wvball/index,30042,,,
Palm Beach Atl.,SailfishWBB,https://pbasailfish.com/sports/womens-volleyball,30045,Palm Beach Atl.,,
JWU (Denver),JWUDENWBB,,30046,,,
Keystone,KeystoneWBB,https://www.gokcgiants.com/sports/womens-volleyball,30047,,,
Ill. Springfield,UISWBB,https://uisprairiestars.com/sports/womens-volleyball,30050,Ill. Springfield,,
Newman,NewmanJetsWBB,https://newmanjets.com/sports/womens-volleyball,30054,Newman,,
Cal St. Monterey Bay,CSUMBwbb,https://otterathletics.com/sports/womens-volleyball,30055,Cal St. Monterey Bay,,
Notre Dame de Namur,NDNUbasketball,https://ndnuargos.com/sports/womens-volleyball,30056,,,
Seton Hill,SetonHillWBB,https://athletics.setonhill.edu/sports/womens-volleyball,30063,Seton Hill,,
Saint Vincent,SVC_WomensBball,https://athletics.stvincent.edu/sports/womens-volleyball,30064,Saint Vincent,,
NVU-Lyndon,LyndonWBB,https://lyndonhornets.com/sports/womens-volleyball,30065,,,
SUNY Morrisville,MorrisvilleWBB,https://morrisvillemustangs.com/sports/womens-volleyball,30067,,,
Franciscan,FranciscanWBB,https://franciscanathletics.com/sports/womens-volleyball,30069,Franciscan,,
William Smith,HeronHoops,https://hwsathletics.com/sports/womens-volleyball,30073,William Smith,,
Penn St. Harrisburg,PSHbgwvball,https://athletics.hbg.psu.edu/sports/wvball/index,30081,,,
Montclair St.,montclairstwbb,https://montclairathletics.com/sports/womens-volleyball,442,,,
Lancaster Bible,lbc_wbb,https://lbcchargers.com/sports/womens-volleyball,30085,,,
Tex. Permian Basin,UTPB_WBB,https://utpbfalcons.com/sports/womens-volleyball,30088,Tex. Permian Basin,,
Flagler,Flagler_WBB,https://flaglerathletics.com/sports/womens-volleyball,30092,Flagler,,
AUM,AUMWarhawksWBB,https://aumathletics.com/sports/womens-volleyball,30093,Aum,,
Utah Tech,UtahTech_WBB,https://utahtechtrailblazers.com/sports/womens-volleyball,30095,Utah Tech,,
Ark.-Fort Smith,UAFSWBB,https://uafortsmithlions.com/sports/womens-volleyball,30105,Ark.-Fort Smith,,
Covenant,CovenantWBB,https://athletics.covenant.edu/sports/womens-volleyball,30111,,,
Moravian,MoravianWBB,https://www.moraviansports.com/sports/wvball/index,443,,,
Ohio Dominican,ODUPANTHERS_WBB,https://www.ohiodominicanpanthers.com/sports/wvball/index,30119,,,
William Jewell,Jewell_WBB,https://jewellcardinals.com/sports/womens-volleyball,30120,William Jewell,false,
Academy of Art,ARTUWBB,https://artuathletics.com/sports/womens-volleyball,30123,Academy of Art,,
Cedarville,CedarvilleWBB,https://yellowjackets.cedarville.edu/sports/womens-volleyball,30124,Cedarville,,
Minot St.,MSUBeaversWBB,https://msubeavers.com/sports/womens-volleyball,30125,Minot St.,,
Notre Dame (OH),NDCWBB,https://notredamefalcons.com/sports/womens-volleyball,30126,Notre Dame (OH),,
Simon Fraser,SFU_WBB,https://athletics.sfu.ca/sports/womens-volleyball,30127,Simon Fraser,,
Sioux Falls,USFcougars_wbb,https://usfcougars.com/sports/womens-volleyball,30128,Sioux Falls,,
Black Hills St.,BHSUWBB,https://bhsuathletics.com/sports/womens-volleyball,30134,Black Hills St.,,
Lindenwood (MO),LindenwoodWBB,https://lindenwoodlions.com/sports/womens-volleyball,30136,Lindenwood (MO),,
McKendree,McKendreeWBB,https://mckbearcats.com/sports/womens-volleyball,30138,McKendree,,
South Dakota Mines,hardrockerwbb,https://gorockers.com/sports/womens-volleyball,30139,South Dakota Mines,,
Ursuline,ursuline_wbb,https://ursulinearrows.com/sports/womens-volleyball,30140,Ursuline,,
Walsh,WalshCavsWBB,https://www.athletics.walsh.edu/sports/wvball/index,30141,,,
Fresno Pacific,FPUwbb,https://www.fpuathletics.com/sports/womens-volleyball,30147,Fresno Pacific,,
Point Loma,PLNU_WBB,https://plnusealions.com/sports/womens-volleyball,30149,Point Loma,,
Shorter,Shorter_WBB,https://goshorterhawks.com/sports/womens-volleyball,30151,Shorter,,
Southern Nazarene,SNUwbb,https://snuathletics.com/sports/womens-volleyball,30152,Southern Nazarene,,
Union (TN),UUAthleticsWB,https://uuathletics.com/sports/womens-volleyball,30153,Union (TN),,
Young Harris,YHC_Wbb,https://yhcathletics.com/sports/womens-volleyball,30154,Young Harris,,
Houghton,houghtonwbb,https://athletics.houghton.edu/sports/womens-volleyball,30160,Houghton,,
Sarah Lawrence,GryphonsWBB,https://gogryphons.com/sports/womens-volleyball,30163,Sarah Lawrence,,
Southern Va.,svuwbb,https://knightathletics.com/sports/womens-volleyball,30164,,,
SUNY Canton,RoosWBB,https://rooathletics.com/sports/womens-volleyball,30165,SUNY Canton,,
Berea,Bereawvball,https://bereaathletics.com/sports/womens-volleyball,30171,Berea,,
Iowa Wesleyan,IWTigersWBB,https://www.iwtigers.com/sport/0/2,30173,,false,
Daemen,DaemenWBB,https://daemenwildcats.com/sports/womens-volleyball,30174,,,
Lubbock Christian,LCUWomensBball,https://lcuchaps.com/sports/womens-volleyball,30177,Lubbock Christian,,
Northwestern Okla.,NWOSUWBB,https://riderangersride.com/sports/womens-volleyball,30178,Northwestern Okla.,,
UVa-Wise,UVAWISEWBB,https://uvawisecavs.com/sports/womens-volleyball,30181,UVA Wise,,
Bryn Athyn,BrynAthynWBB,https://brynathynathletics.com/sports/womens-volleyball,30188,,,
Penn College,PCTWBasketball,https://pctwildcats.com/sports/womens-volleyball,30190,,,
Southern Wesleyan,SWUWomensBB,https://swuathletics.com/sports/womens-volleyball,30192,Southern Wesleyan,,
Belhaven,BelhavenWbb,https://blazers.belhaven.edu/sports/womens-volleyball,30197,,,
Cal St. San Marcos,CSUSM_WBB,https://csusmcougars.com/sports/womens-volleyball,30198,Cal St. San Marcos,,
Concordia (CA),cuiwbasketball,https://cuieagles.com/sports/womens-volleyball,30199,Concordia (CA),,
