"ncaa_id","team","player_id","name","year","hometown","homestate","high_school","previous_school_clean","height_clean","position","jersey","url","season","height_ft","height_in","total_inches","primary_position","secondary_position","position_full","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean"
88,"Cabrini",8372,"Aysa Anderson","Freshman","White Plains","Maryland","St. Mary's Ryken",,"5'7""","Opposite/Middle","2","https://www.cabriniathletics.com/sports/womens-volleyball/roster/aysa-anderson/8372","202320",5,7,67,"OPP","MB","OPP/MB","Freshman",0,"St. Mary's Ryken","WHITE PLAINS, MD","MD","USA"
88,"Cabrini",8364,"Gina Custer","Graduate Student","King of Prussia","Pennsylvania","Archbishop Carroll",,"5'1""","Libero","3","https://www.cabriniathletics.com/sports/womens-volleyball/roster/gina-custer/8364","202320",5,1,61,"L",,"L","Graduate Student",0,"Archbishop Carroll","KING OF PRUSSIA, PA","PA","USA"
88,"Cabrini",8362,"Lexi Conte","Graduate Student","Wilmington","Delaware","Delaware Military Academy",,"5'7""","Setter","4","https://www.cabriniathletics.com/sports/womens-volleyball/roster/lexi-conte/8362","202320",5,7,67,"S",,"S","Graduate Student",0,"Delaware Military Academy","WILMINGTON, DE","DE","USA"
88,"Cabrini",8371,"Amanda Purdy","Sophomore","Egg Harbor City","New Jersey","Cedar Creek",,"5'10""","Opposite/Middle","6","https://www.cabriniathletics.com/sports/womens-volleyball/roster/amanda-purdy/8371","202320",5,10,70,"OPP","MB","OPP/MB","Sophomore",0,"Cedar Creek","EGG HARBOR CITY, NJ","NJ","USA"
88,"Cabrini",8365,"Hannah Dalton","Graduate Student","Abington","Pennsylvania","Abington",,"6'0""","Outside","7","https://www.cabriniathletics.com/sports/womens-volleyball/roster/hannah-dalton/8365","202320",6,0,72,"OH",,"OH","Graduate Student",0,"Abington","ABINGTON, PA","PA","USA"
88,"Cabrini",8358,"Lily Baynum","Junior","Maple Shade","New Jersey","Camden Catholic",,"6'1""","Middle","8","https://www.cabriniathletics.com/sports/womens-volleyball/roster/lily-baynum/8358","202320",6,1,73,"MB",,"MB","Junior",0,"Camden Catholic","MAPLE SHADE, NJ","NJ","USA"
88,"Cabrini",8374,"Ally Kolnick","Sophomore","Sewell","New Jersey","Paul VI",,"5'4""","Defensive","10","https://www.cabriniathletics.com/sports/womens-volleyball/roster/ally-kolnick/8374","202320",5,4,64,"DS",,"DS","Sophomore",0,"Paul VI","SEWELL, NJ","NJ","USA"
88,"Cabrini",8361,"Allison Clarke","Junior","Pottsville","Pennsylvania","Nativity BVM",,"5'9""","Middle","11","https://www.cabriniathletics.com/sports/womens-volleyball/roster/allison-clarke/8361","202320",5,9,69,"MB",,"MB","Junior",0,"Nativity BVM","POTTSVILLE, PA","PA","USA"
88,"Cabrini",8370,"Alex Orr","Senior","Ridley Park","Pennsylvania","Ridley",,"5'7""","Outside","12","https://www.cabriniathletics.com/sports/womens-volleyball/roster/alex-orr/8370","202320",5,7,67,"OH",,"OH","Senior",0,"Ridley","RIDLEY PARK, PA","PA","USA"
88,"Cabrini",8360,"Victoria Camacho","Senior","Bethlehem","Pennsylvania","Bethlehem Catholic",,"5'8""","Middle","14","https://www.cabriniathletics.com/sports/womens-volleyball/roster/victoria-camacho/8360","202320",5,8,68,"MB",,"MB","Senior",0,"Bethlehem Catholic","BETHLEHEM, PA","PA","USA"
88,"Cabrini",8368,"Makenzie Griffith","Sophomore","Ridley Park","Pennsylvania","Ridley",,"5'8""","Outside","15","https://www.cabriniathletics.com/sports/womens-volleyball/roster/makenzie-griffith/8368","202320",5,8,68,"OH",,"OH","Sophomore",0,"Ridley","RIDLEY PARK, PA","PA","USA"
88,"Cabrini",8375,"Caleigh Nelson","Freshman","Macungie","Pennsylvania","Allentown Central Catholic",,"5'7""","Defensive","16","https://www.cabriniathletics.com/sports/womens-volleyball/roster/caleigh-nelson/8375","202320",5,7,67,"DS",,"DS","Freshman",0,"Allentown Central Catholic","MACUNGIE, PA","PA","USA"
88,"Cabrini",8373,"Alison Creeden","Sophomore","East Norriton","Pennsylvania","Norristown",,"5'4""","Defensive","17","https://www.cabriniathletics.com/sports/womens-volleyball/roster/alison-creeden/8373","202320",5,4,64,"DS",,"DS","Sophomore",0,"Norristown","EAST NORRITON, PA","PA","USA"
88,"Cabrini",8367,"Taylor Downing","Senior","Swedesboro","New Jersey","Gloucester County Inst. of Technology",,"5'9""","Setter","20","https://www.cabriniathletics.com/sports/womens-volleyball/roster/taylor-downing/8367","202320",5,9,69,"S",,"S","Senior",0,"Gloucester County Inst. of Technology","SWEDESBORO, NJ","NJ","USA"
88,"Cabrini",8366,"Jessie Donovan","Sophomore","Royersford","Pennsylvania","Pope John Paul II",,"5'5""","Defensive","21","https://www.cabriniathletics.com/sports/womens-volleyball/roster/jessie-donovan/8366","202320",5,5,65,"DS",,"DS","Sophomore",0,"Pope John Paul II","ROYERSFORD, PA","PA","USA"
88,"Cabrini",8369,"Sam Heenan","Sophomore","Pottsville","Pennsylvania","Nativity BVM",,"5'8""","Outside","23","https://www.cabriniathletics.com/sports/womens-volleyball/roster/sam-heenan/8369","202320",5,8,68,"OH",,"OH","Sophomore",0,"Nativity BVM","POTTSVILLE, PA","PA","USA"
88,"Cabrini",8359,"Rachael Boyle","Junior","Cherry Hill","New Jersey","Cherry Hill East",,"5'4""","Opposite","24","https://www.cabriniathletics.com/sports/womens-volleyball/roster/rachael-boyle/8359","202320",5,4,64,"OPP",,"OPP","Junior",0,"Cherry Hill East","CHERRY HILL, NJ","NJ","USA"
1238,"Montevallo",5759,"Grace Petro","Freshman","Mobile","Alabama","McGill Toolen Catholic High School",,"5'8""","S","1","https://www.montevallofalcons.com/sports/womens-volleyball/roster/grace-petro/5759","202320",5,8,68,"S",,"S","Freshman",0,"McGill Toolen Catholic High School","MOBILE, ALABAMA","AL","USA"
1238,"Montevallo",5749,"Macy Martin","Senior","Houston","Texas","Langham Creek High School",,"6'0""","OH","2","https://www.montevallofalcons.com/sports/womens-volleyball/roster/macy-martin/5749","202320",6,0,72,"OH",,"OH","Senior",0,"Langham Creek High School","HOUSTON, TEXAS","TX","USA"
1238,"Montevallo",5755,"Kalin Duncan","Junior","Arlington","Tennessee","Arlington High School",,"5'8""","S","3","https://www.montevallofalcons.com/sports/womens-volleyball/roster/kalin-duncan/5755","202320",5,8,68,"S",,"S","Junior",0,"Arlington High School","ARLINGTON, TENNESSEE","TN","USA"
1238,"Montevallo",5750,"Maggie McColley","Sophomore","Lawrenceville","Georgia","Mountain View High School",,"5'10""","MB/OPP","4","https://www.montevallofalcons.com/sports/womens-volleyball/roster/maggie-mccolley/5750","202320",5,10,70,"MB","OPP","MB/OPP","Sophomore",0,"Mountain View High School","LAWRENCEVILLE, GEORGIA","GA","USA"
1238,"Montevallo",5747,"Brooklyn Hudson","Sophomore","Rock Spring","Georgia","Gordon Lee Memorial",,"6'0""","OH/OPP","5","https://www.montevallofalcons.com/sports/womens-volleyball/roster/brooklyn-hudson/5747","202320",6,0,72,"OH","OPP","OH/OPP","Sophomore",0,"Gordon Lee Memorial","ROCK SPRING, GEORGIA","GA","USA"
1238,"Montevallo",5748,"Erin Latham","Junior","Olive Branch","Mississippi","Lewisburg High School",,"5'7""","Libero/DS","6","https://www.montevallofalcons.com/sports/womens-volleyball/roster/erin-latham/5748","202320",5,7,67,"L","DS","L/DS","Junior",0,"Lewisburg High School","OLIVE BRANCH, MISSISSIPPI","MS","USA"
1238,"Montevallo",5745,"Casey Hendrixson","Senior","Burleson","Texas","The Oakridge School",,"5'6""","Libero/DS","7","https://www.montevallofalcons.com/sports/womens-volleyball/roster/casey-hendrixson/5745","202320",5,6,66,"L","DS","L/DS","Senior",0,"The Oakridge School","BURLESON, TEXAS","TX","USA"
1238,"Montevallo",5756,"Danielle Greene","Sophomore","Montgomery","Alabama","Saint James High School",,"6'0""","MB/OPP","8","https://www.montevallofalcons.com/sports/womens-volleyball/roster/danielle-greene/5756","202320",6,0,72,"MB","OPP","MB/OPP","Sophomore",0,"Saint James High School","MONTGOMERY, ALABAMA","AL","USA"
1238,"Montevallo",5752,"Megan Schram","Senior","Newnan","Georgia","Liberty High School",,"5'6""","Libero/DS","9","https://www.montevallofalcons.com/sports/womens-volleyball/roster/megan-schram/5752","202320",5,6,66,"L","DS","L/DS","Senior",0,"Liberty High School","NEWNAN, GEORGIA","GA","USA"
1238,"Montevallo",5757,"Ellise Hanson","Freshman","Kennesaw","Georgia","Harrison High School",,"6'2""","MB","10","https://www.montevallofalcons.com/sports/womens-volleyball/roster/ellise-hanson/5757","202320",6,2,74,"MB",,"MB","Freshman",0,"Harrison High School","KENNESAW, GEORGIA","GA","USA"
1238,"Montevallo",5744,"Kamble Frenette","Junior","Spanish Fort","Alabama","Spanish Fort High School",,"6'2""","OH/OPP","11","https://www.montevallofalcons.com/sports/womens-volleyball/roster/kamble-frenette/5744","202320",6,2,74,"OH","OPP","OH/OPP","Junior",0,"Spanish Fort High School","SPANISH FORT, ALABAMA","AL","USA"
1238,"Montevallo",5743,"Allie Dishman","Senior","Carrollton","Georgia","Carrollton High School",,"6'0""","MB","12","https://www.montevallofalcons.com/sports/womens-volleyball/roster/allie-dishman/5743","202320",6,0,72,"MB",,"MB","Senior",0,"Carrollton High School","CARROLLTON, GEORGIA","GA","USA"
1238,"Montevallo",5758,"Alex Koontz","Junior","Earlville","Illinois","Earlville Jr Sr High School",,"6'1""","OH/OPP","14","https://www.montevallofalcons.com/sports/womens-volleyball/roster/alex-koontz/5758","202320",6,1,73,"OH","OPP","OH/OPP","Junior",0,"Earlville Jr Sr High School","EARLVILLE, ILLINOIS","IL","USA"
1238,"Montevallo",5746,"Morgan Hoffman","Graduate Student","Elgin","Illinois","Schaumburg Christian School",,"6'1""","MB","20","https://www.montevallofalcons.com/sports/womens-volleyball/roster/morgan-hoffman/5746","202320",6,1,73,"MB",,"MB","Graduate Student",0,"Schaumburg Christian School","ELGIN, ILLINOIS","IL","USA"
1238,"Montevallo",5753,"Aliyah Thompson","Junior","Cumming","Georgia","South Forsyth High School",,"5'10""","OH/OPP","21","https://www.montevallofalcons.com/sports/womens-volleyball/roster/aliyah-thompson/5753","202320",5,10,70,"OH","OPP","OH/OPP","Junior",0,"South Forsyth High School","CUMMING, GEORGIA","GA","USA"
1238,"Montevallo",5751,"Jillian Laatsch","Senior","LaFayette","Georgia","Lafayette High School",,"6'1""","OPP","22","https://www.montevallofalcons.com/sports/womens-volleyball/roster/jillian-laatsch/5751","202320",6,1,73,"OPP",,"OPP","Senior",0,"Lafayette High School","LAFAYETTE, GEORGIA","GA","USA"
1238,"Montevallo",5754,"Colton Thompson","Junior","Fairhope","Alabama","Bayside Academy",,"5'10""","S","25","https://www.montevallofalcons.com/sports/womens-volleyball/roster/colton-thompson/5754","202320",5,10,70,"S",,"S","Junior",0,"Bayside Academy","FAIRHOPE, ALABAMA","AL","USA"
19,"Allegheny",9474,"Jacy Diaz","Sophomore","Barranquitas","Puerto Rico","Gallatin (Tenn.)",,"5'5""","Defensive","1","https://www.alleghenygators.com/sports/womens-volleyball/roster/jacy-diaz/9474","202320",5,5,65,"DS",,"DS","Sophomore",0,"Gallatin (Tenn.)","BARRANQUITAS, PUERTO RICO","PR","USA"
19,"Allegheny",9477,"Izzy Gray","Sophomore","Erie","Pennsylvania","Harbor Creek",,"5'6""","Setter","2","https://www.alleghenygators.com/sports/womens-volleyball/roster/izzy-gray/9477","202320",5,6,66,"S",,"S","Sophomore",0,"Harbor Creek","ERIE, PA","PA","USA"
19,"Allegheny",9484,"Duru Akbas","Freshman","Ankara","Turkey","Layton Christian Academy (Utah)",,"5'6""","Outside","3","https://www.alleghenygators.com/sports/womens-volleyball/roster/duru-akbas/9484","202320",5,6,66,"OH",,"OH","Freshman",0,"Layton Christian Academy (Utah)","ANKARA, TURKEY",,"TURKEY"
19,"Allegheny",9483,"Leah Ungashick","Senior","Akron","Ohio","Coventry",,"5'4""","Setter","6","https://www.alleghenygators.com/sports/womens-volleyball/roster/leah-ungashick/9483","202320",5,4,64,"S",,"S","Senior",0,"Coventry","AKRON, OHIO","OH","USA"
19,"Allegheny",9485,"Angelee Bawek","Freshman","Goodyear","Ariz","Estrella Foothills",,"5'9""","Outside","8","https://www.alleghenygators.com/sports/womens-volleyball/roster/angelee-bawek/9485","202320",5,9,69,"OH",,"OH","Freshman",0,"Estrella Foothills","GOODYEAR, ARIZ","AZ","USA"
19,"Allegheny",9482,"Jayne Seth","Sophomore","Erie","Pennsylvania","Mercyhurst Prep",,"5'5""","Defensive","9","https://www.alleghenygators.com/sports/womens-volleyball/roster/jayne-seth/9482","202320",5,5,65,"DS",,"DS","Sophomore",0,"Mercyhurst Prep","ERIE, PA","PA","USA"
19,"Allegheny",9486,"Skyler Fatola","Freshman","Queen Creek","Ariz","Eastmark",,"6'3""","Middle","11","https://www.alleghenygators.com/sports/womens-volleyball/roster/skyler-fatola/9486","202320",6,3,75,"MB",,"MB","Freshman",0,"Eastmark","QUEEN CREEK, ARIZ","AZ","USA"
19,"Allegheny",9476,"Alejandra Fernandez","Sophomore","Caguas","Puerto Rico","Commonwealth Parkville",,"5'5""","Defensive","12","https://www.alleghenygators.com/sports/womens-volleyball/roster/alejandra-fernandez/9476","202320",5,5,65,"DS",,"DS","Sophomore",0,"Commonwealth Parkville","CAGUAS, PUERTO RICO","PR","USA"
19,"Allegheny",9479,"Elizabeth Lubold","Sophomore","Indiana","Pennsylvania","Indiana Area",,"5'8""","Outside","14","https://www.alleghenygators.com/sports/womens-volleyball/roster/elizabeth-lubold/9479","202320",5,8,68,"OH",,"OH","Sophomore",0,"Indiana Area","INDIANA, PA","PA","USA"
19,"Allegheny",9478,"Dagney Javes","Junior","Frederick","Colo","Dawson School",,"6'0""","Middle","16","https://www.alleghenygators.com/sports/womens-volleyball/roster/dagney-javes/9478","202320",6,0,72,"MB",,"MB","Junior",0,"Dawson School","FREDERICK, COLO","CO","USA"
19,"Allegheny",9488,"Sydney Kirk","Sophomore","Pittsburgh","Pennsylvania","Seton LaSalle Catholic",,"5'9""","Middle","17","https://www.alleghenygators.com/sports/womens-volleyball/roster/sydney-kirk/9488","202320",5,9,69,"MB",,"MB","Sophomore",0,"Seton LaSalle Catholic","PITTSBURGH, PA","PA","USA"
19,"Allegheny",9481,"Meagan Robare","Junior","Moon Township","Pennsylvania","Moon Area",,"5'6""","Setter","18","https://www.alleghenygators.com/sports/womens-volleyball/roster/meagan-robare/9481","202320",5,6,66,"S",,"S","Junior",0,"Moon Area","MOON TOWNSHIP, PA","PA","USA"
19,"Allegheny",9489,"Carly Beers","Freshman","Warren","Pennsylvania","Warren",,"5'9""","Right","19","https://www.alleghenygators.com/sports/womens-volleyball/roster/carly-beers/9489","202320",5,9,69,"RS",,"RS","Freshman",0,"Warren","WARREN, PA","PA","USA"
19,"Allegheny",9475,"Chloe Diekman","Sophomore","Nesquehoning","Pennsylvania","Panther Valley",,"5'2""","Defensive","22","https://www.alleghenygators.com/sports/womens-volleyball/roster/chloe-diekman/9475","202320",5,2,62,"DS",,"DS","Sophomore",0,"Panther Valley","NESQUEHONING, PA","PA","USA"
19,"Allegheny",9480,"Maddie Menke","Sophomore","Manhasset","NY.","Manhasset",,"5'11""","Middle","23","https://www.alleghenygators.com/sports/womens-volleyball/roster/maddie-menke/9480","202320",5,11,71,"MB",,"MB","Sophomore",0,"Manhasset","MANHASSET, NY","NY","USA"
19,"Allegheny",9473,"Emma Chambers","Senior","Stoutsville","Ohio","Amanda Clearcreek",,"6'2""","Outside","24","https://www.alleghenygators.com/sports/womens-volleyball/roster/emma-chambers/9473","202320",6,2,74,"OH",,"OH","Senior",0,"Amanda Clearcreek","STOUTSVILLE, OHIO","OH","USA"
19,"Allegheny",9487,"Skyla Grenier","Freshman","Merrimack","NH.","Cushing Academy",,"5'10""","Outside","25","https://www.alleghenygators.com/sports/womens-volleyball/roster/skyla-grenier/9487","202320",5,10,70,"OH",,"OH","Freshman",0,"Cushing Academy","MERRIMACK, NH","NH","USA"
1240,"MSU Moorhead",9244,"McKenna Crews","Junior","Loveland","Colo","Thompson Valley High School",,"5'6""","Libero","1","https://www.msumdragons.com/sports/womens-volleyball/roster/mckenna-crews/9244","202320",5,6,66,"L",,"L","Junior",0,"Thompson Valley High School","LOVELAND, COLO","CO","USA"
1240,"MSU Moorhead",9235,"Jocelin Feutz","Sophomore","Pulaski","Wis","Pulaski",,"5'11""","Middle","3","https://www.msumdragons.com/sports/womens-volleyball/roster/jocelin-feutz/9235","202320",5,11,71,"MB",,"MB","Sophomore",0,"Pulaski","PULASKI, WIS","WI","USA"
1240,"MSU Moorhead",9233,"Halle Erickson","Junior","West Fargo","ND.","West Fargo",,"6'1""","Right","4","https://www.msumdragons.com/sports/womens-volleyball/roster/halle-erickson/9233","202320",6,1,73,"RS",,"RS","Junior",0,"West Fargo","WEST FARGO, ND","ND","USA"
1240,"MSU Moorhead",9390,"Kiara Olesch","Freshman","Pierz","Minn","Pierz Healy High School",,"5'8""","Setter","6","https://www.msumdragons.com/sports/womens-volleyball/roster/kiara-olesch/9390","202320",5,8,68,"S",,"S","Freshman",0,"Pierz Healy High School","PIERZ, MINN","MN","USA"
1240,"MSU Moorhead",9241,"Tori Thompson","Senior","Lakeville","Minn","Lakeville North",,"6'1""","Middle","7","https://www.msumdragons.com/sports/womens-volleyball/roster/tori-thompson/9241","202320",6,1,73,"MB",,"MB","Senior",0,"Lakeville North","LAKEVILLE, MINN","MN","USA"
1240,"MSU Moorhead",9246,"Emily Ramsay","Freshman","Lakeville","Minn","Lakeville North HS",,"5'10""","Outside","8","https://www.msumdragons.com/sports/womens-volleyball/roster/emily-ramsay/9246","202320",5,10,70,"OH",,"OH","Freshman",0,"Lakeville North HS","LAKEVILLE, MINN","MN","USA"
1240,"MSU Moorhead",9236,"Megan Klein","Junior","Bismarck","ND.","Bismarck Century",,"5'11""","Right","9","https://www.msumdragons.com/sports/womens-volleyball/roster/megan-klein/9236","202320",5,11,71,"RS",,"RS","Junior",0,"Bismarck Century","BISMARCK, ND","ND","USA"
1240,"MSU Moorhead",9237,"Emily McPhee","Sophomore","Forest Lake","Minn","Forest Lake Area",,"5'4""","Defensive","10","https://www.msumdragons.com/sports/womens-volleyball/roster/emily-mcphee/9237","202320",5,4,64,"DS",,"DS","Sophomore",0,"Forest Lake Area","FOREST LAKE, MINN","MN","USA"
1240,"MSU Moorhead",9238,"Emily Skalicky","Sophomore","Fargo","ND.","Fargo North",,"5'9""","Setter","11","https://www.msumdragons.com/sports/womens-volleyball/roster/emily-skalicky/9238","202320",5,9,69,"S",,"S","Sophomore",0,"Fargo North","FARGO, ND","ND","USA"
1240,"MSU Moorhead",9240,"Abby Thompson","Junior","Chisholm","Minn","Chisholm",,"6'0""","Middle","12","https://www.msumdragons.com/sports/womens-volleyball/roster/abby-thompson/9240","202320",6,0,72,"MB",,"MB","Junior",0,"Chisholm","CHISHOLM, MINN","MN","USA"
1240,"MSU Moorhead",9234,"Jadyn Feist","Junior","Horace","ND.","West Fargo Sheyenne",,"5'11""","Outside","13","https://www.msumdragons.com/sports/womens-volleyball/roster/jadyn-feist/9234","202320",5,11,71,"OH",,"OH","Junior",0,"West Fargo Sheyenne","HORACE, ND","ND","USA"
1240,"MSU Moorhead",9243,"Karlee Luneckas","Freshman","Cedar Rapids","Iowa","Lisbon HS",,"5'11""","Setter","14","https://www.msumdragons.com/sports/womens-volleyball/roster/karlee-luneckas/9243","202320",5,11,71,"S",,"S","Freshman",0,"Lisbon HS","CEDAR RAPIDS, IOWA","IA","USA"
1240,"MSU Moorhead",9242,"Bridget Witzmann","Senior","Isanti","Minn","Cambridge-Isanti",,"5'11""","Outside","15","https://www.msumdragons.com/sports/womens-volleyball/roster/bridget-witzmann/9242","202320",5,11,71,"OH",,"OH","Senior",0,"Cambridge-Isanti","ISANTI, MINN","MN","USA"
1240,"MSU Moorhead",9372,"Madi Colby","Freshman","Bismarck","ND.","Bismarck Legacy High School",,"5'9""","Setter","16","https://www.msumdragons.com/sports/womens-volleyball/roster/madi-colby/9372","202320",5,9,69,"S",,"S","Freshman",0,"Bismarck Legacy High School","BISMARCK, ND","ND","USA"
1240,"MSU Moorhead",9245,"Raiah Mandell","Freshman","Mounds View","Minn","Irondale HS",,"6'1""","Middle","17","https://www.msumdragons.com/sports/womens-volleyball/roster/raiah-mandell/9245","202320",6,1,73,"MB",,"MB","Freshman",0,"Irondale HS","MOUNDS VIEW, MINN","MN","USA"
1240,"MSU Moorhead",9371,"Maci Martini","Freshman","Pequot Lakes","Minn","Pequot Lakes High School",,"5'10""","Outside","18","https://www.msumdragons.com/sports/womens-volleyball/roster/maci-martini/9371","202320",5,10,70,"OH",,"OH","Freshman",0,"Pequot Lakes High School","PEQUOT LAKES, MINN","MN","USA"
1240,"MSU Moorhead",9247,"Ruby Bones","Freshman","Granite Falls","Minn","Yellow Medicine East HS",,"6'1""","Middle","19","https://www.msumdragons.com/sports/womens-volleyball/roster/ruby-bones/9247","202320",6,1,73,"MB",,"MB","Freshman",0,"Yellow Medicine East HS","GRANITE FALLS, MINN","MN","USA"
1240,"MSU Moorhead",9248,"Audrey Rosenbaum","Freshman","Appleton","Wis","Appleton West HS",,"5'10""","Outside","20","https://www.msumdragons.com/sports/womens-volleyball/roster/audrey-rosenbaum/9248","202320",5,10,70,"OH",,"OH","Freshman",0,"Appleton West HS","APPLETON, WIS","WI","USA"
1245,"Mount Olive",5453,"Caroline Sheaffer","Sophomore","Raleigh","NC.","Cardinal Gibbons",,"5'6""","Defensive","2","https://www.umotrojans.com/sports/womens-volleyball/roster/caroline-sheaffer/5453","202320",5,6,66,"DS",,"DS","Sophomore",0,"Cardinal Gibbons","RALEIGH, NC","NC","USA"
1245,"Mount Olive",5457,"Kaitlyn Landis","Freshman","Troutman","NC.","South Iredell",,"6'0""","Outside","3","https://www.umotrojans.com/sports/womens-volleyball/roster/kaitlyn-landis/5457","202320",6,0,72,"OH",,"OH","Freshman",0,"South Iredell","TROUTMAN, NC","NC","USA"
1245,"Mount Olive",5449,"Makenzie Holzer","Senior","Clayton","NC.","Corinth Holders",,"5'8""","Right-Side","4","https://www.umotrojans.com/sports/womens-volleyball/roster/makenzie-holzer/5449","202320",5,8,68,"RS",,"RS","Senior",0,"Corinth Holders","CLAYTON, NC","NC","USA"
1245,"Mount Olive",5452,"Morgan Prots","Senior","Whispering Pines","NC.","Union Pines",,"5'5""","Defensive","5","https://www.umotrojans.com/sports/womens-volleyball/roster/morgan-prots/5452","202320",5,5,65,"DS",,"DS","Senior",0,"Union Pines","WHISPERING PINES, NC","NC","USA"
1245,"Mount Olive",5447,"Tarah Guntow","Senior","Raleigh","NC.","Leesville Road","Southeastern CC","5'7""","Setter","6","https://www.umotrojans.com/sports/womens-volleyball/roster/tarah-guntow/5447","202320",5,7,67,"S",,"S","Senior",0,"Leesville Road","RALEIGH, NC","NC","USA"
1245,"Mount Olive",5456,"Breanna Reisinger","Junior","Pittsburgh","Pennsylvania","Lincoln Junior Senior","Butler County CC","5'9""","Outside","7","https://www.umotrojans.com/sports/womens-volleyball/roster/breanna-reisinger/5456","202320",5,9,69,"OH",,"OH","Junior",0,"Lincoln Junior Senior","PITTSBURGH, PA","PA","USA"
1245,"Mount Olive",5444,"Kate Carter","Sophomore","Laurinburg","NC.","Scotland",,"6'0""","Middle","8","https://www.umotrojans.com/sports/womens-volleyball/roster/kate-carter/5444","202320",6,0,72,"MB",,"MB","Sophomore",0,"Scotland","LAURINBURG, NC","NC","USA"
1245,"Mount Olive",5458,"Rachel Clark","Freshman","Charlotte","NC.","Metrolina Christian Academy",,"6'0""","Middle","9","https://www.umotrojans.com/sports/womens-volleyball/roster/rachel-clark/5458","202320",6,0,72,"MB",,"MB","Freshman",0,"Metrolina Christian Academy","CHARLOTTE, NC","NC","USA"
1245,"Mount Olive",5451,"Neza Pec","Senior","Stranice","Slovenia","Gimnazija Slovenske Konjice","Eastern Wyoming College","5'8""","Outside","10","https://www.umotrojans.com/sports/womens-volleyball/roster/neza-pec/5451","202320",5,8,68,"OH",,"OH","Senior",0,"Gimnazija Slovenske Konjice","STRANICE, SLOVENIA",,"SLOVENIA"
1245,"Mount Olive",5459,"Ashlyn Haynie","Freshman","Apex","NC.","Apex Friendship",,"6'1""","Outside","11","https://www.umotrojans.com/sports/womens-volleyball/roster/ashlyn-haynie/5459","202320",6,1,73,"OH",,"OH","Freshman",0,"Apex Friendship","APEX, NC","NC","USA"
1245,"Mount Olive",5448,"Lucy Hammock","Sophomore","Myrtle Beach","SC.","St. Elizabeth Ann Seton Catholic School",,"5'11""","Middle","12","https://www.umotrojans.com/sports/womens-volleyball/roster/lucy-hammock/5448","202320",5,11,71,"MB",,"MB","Sophomore",0,"St. Elizabeth Ann Seton Catholic School","MYRTLE BEACH, SC","SC","USA"
1245,"Mount Olive",5450,"Jenna Myer","Senior","Clayton","NC.","Cleveland","Guilford College","5'7""","Setter","13","https://www.umotrojans.com/sports/womens-volleyball/roster/jenna-myer/5450","202320",5,7,67,"S",,"S","Senior",0,"Cleveland","CLAYTON, NC","NC","USA"
1245,"Mount Olive",5460,"Lyndsay Reid","Freshman","Thomasville","NC.","East Davidson",,"6'0""","Setter","15","https://www.umotrojans.com/sports/womens-volleyball/roster/lyndsay-reid/5460","202320",6,0,72,"S",,"S","Freshman",0,"East Davidson","THOMASVILLE, NC","NC","USA"
1245,"Mount Olive",5461,"Danielle Parker","Freshman","Greenville","NC.","Farmville Central",,"5'11""","Middle","16","https://www.umotrojans.com/sports/womens-volleyball/roster/danielle-parker/5461","202320",5,11,71,"MB",,"MB","Freshman",0,"Farmville Central","GREENVILLE, NC","NC","USA"
1245,"Mount Olive",5462,"Callie Mullins","Junior","Broken Arrow","Okla","Broken Arrow","John Brown University","5'9""","Outside","19","https://www.umotrojans.com/sports/womens-volleyball/roster/callie-mullins/5462","202320",5,9,69,"OH",,"OH","Junior",0,"Broken Arrow","BROKEN ARROW, OKLA","OK","USA"
1245,"Mount Olive",5454,"Ashlyn Stone","Junior","Rougemont","NC.","Northern",,"5'9""","Outside","20","https://www.umotrojans.com/sports/womens-volleyball/roster/ashlyn-stone/5454","202320",5,9,69,"OH",,"OH","Junior",0,"Northern","ROUGEMONT, NC","NC","USA"
1245,"Mount Olive",5445,"Karoline Cox","Junior","Roxboro","NC.","Person",,"5'10""","Middle","22","https://www.umotrojans.com/sports/womens-volleyball/roster/karoline-cox/5445","202320",5,10,70,"MB",,"MB","Junior",0,"Person","ROXBORO, NC","NC","USA"
1245,"Mount Olive",5463,"Gracie Payne","Freshman","Fuquay","NC.","Middle Creek",,"5'4""","Defensive","24","https://www.umotrojans.com/sports/womens-volleyball/roster/gracie-payne/5463","202320",5,4,64,"DS",,"DS","Freshman",0,"Middle Creek","FUQUAY, NC","NC","USA"
1245,"Mount Olive",5464,"Zoe Deese","Freshman","Sanford","NC.","Lee Christian",,"5'3""","Defensive","25","https://www.umotrojans.com/sports/womens-volleyball/roster/zoe-deese/5464","202320",5,3,63,"DS",,"DS","Freshman",0,"Lee Christian","SANFORD, NC","NC","USA"
1245,"Mount Olive",5455,"Sam Widelski","Sophomore","Wake Forest","NC.","Wake Forest",,"5'6""","Outside","28","https://www.umotrojans.com/sports/womens-volleyball/roster/sam-widelski/5455","202320",5,6,66,"OH",,"OH","Sophomore",0,"Wake Forest","WAKE FOREST, NC","NC","USA"
125,"Centenary (LA)",5483,"Jenny Thistlethwaite","Freshman","Norco","California","Norco High School",,"5'9""","Middle","1","https://www.centenarycyclones.com/sports/womens-volleyball/roster/jenny-thistlethwaite/5483","202320",5,9,69,"MB",,"MB","Freshman",0,"Norco High School","NORCO, CA","CA","USA"
