"ncaa_id","team","player_id","name","year","hometown","homestate","high_school","previous_school_clean","height_clean","position","jersey","url","season","height_ft","height_in","total_inches","primary_position","secondary_position","position_full","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean"
697,"Texas A&M",11463,"Ifenna Cos-Okpalla","Sophomore","Flower Mound","Texas","Marcus",,"6'2""","Middle","1","https://www.12thman.com/sports/womens-volleyball/roster/ifenna-cos-okpalla/11463","2023",6,2,74,"MB",,"MB","Sophomore",0,"Marcus","FLOWER MOUND, TEXAS","TX","USA"
697,"Texas A&M",11473,"Ital Lopuyo","Redshirt Freshman","Omaha","Neb","Omaha Central",,"6'6""","Opposite","2","https://www.12thman.com/sports/womens-volleyball/roster/ital-lopuyo/11473","2023",6,6,78,"OPP",,"OPP","Freshman",1,"Omaha Central","OMAHA, NEB","NE","USA"
697,"Texas A&M",11467,"Lexi Guinn","Sophomore","Frisco","Texas","Frisco",,"6'0""","Outside","5","https://www.12thman.com/sports/womens-volleyball/roster/lexi-guinn/11467","2023",6,0,72,"OH",,"OH","Sophomore",0,"Frisco","FRISCO, TEXAS","TX","USA"
697,"Texas A&M",11960,"Brooke Jeffrey","Sophomore","Austin","Texas","Austin","Sacred Heart","6'1""","Outside","7","https://www.12thman.com/sports/womens-volleyball/roster/brooke-jeffrey/11960","2023",6,1,73,"OH",,"OH","Sophomore",0,"Austin","AUSTIN, TEXAS","TX","USA"
697,"Texas A&M",11469,"Lauren Hogan","Senior","Loveland","Ohio","Mount Notre Dame","Syracuse","5'4""","Libero/Defensive","8","https://www.12thman.com/sports/womens-volleyball/roster/lauren-hogan/11469","2023",5,4,64,"L","DS","L/DS","Senior",0,"Mount Notre Dame","LOVELAND, OHIO","OH","USA"
697,"Texas A&M",11472,"Logan Lednicky","Sophomore","Sugar Land","Texas","George Ranch",,"6'3""","Opposite","9","https://www.12thman.com/sports/womens-volleyball/roster/logan-lednicky/11472","2023",6,3,75,"OPP",,"OPP","Sophomore",0,"George Ranch","SUGAR LAND, TEXAS","TX","USA"
697,"Texas A&M",11958,"Margot Manning","Freshman","Houston","Texas","St. John's School",,"5'10""","Setter","10","https://www.12thman.com/sports/womens-volleyball/roster/margot-manning/11958","2023",5,10,70,"S",,"S","Freshman",0,"St. John's School","HOUSTON, TEXAS","TX","USA"
697,"Texas A&M",11462,"Nisa Buzlutepe","Junior","Istanbul","Turkey","Okyanus",,"6'2""","Setter","11","https://www.12thman.com/sports/womens-volleyball/roster/nisa-buzlutepe/11462","2023",6,2,74,"S",,"S","Junior",0,"Okyanus","ISTANBUL, TURKEY",,"TURKEY"
697,"Texas A&M",11476,"Ava Underwood","Sophomore","Fulshear","Texas","Fulshear",,"5'7""","Libero/Defensive","12","https://www.12thman.com/sports/womens-volleyball/roster/ava-underwood/11476","2023",5,7,67,"L","DS","L/DS","Sophomore",0,"Fulshear","FULSHEAR, TEXAS","TX","USA"
697,"Texas A&M",11959,"Bianna Muoneke","Freshman","Cypress","Texas","Cypress Ranch",,"6'0""","Outside","13","https://www.12thman.com/sports/womens-volleyball/roster/bianna-muoneke/11959","2023",6,0,72,"OH",,"OH","Freshman",0,"Cypress Ranch","CYPRESS, TEXAS","TX","USA"
697,"Texas A&M",11461,"Molly Brown","Redshirt Junior","Goshen","Ind","Northridge","Purdue","6'2""","Middle","14","https://www.12thman.com/sports/womens-volleyball/roster/molly-brown/11461","2023",6,2,74,"MB",,"MB","Junior",1,"Northridge","GOSHEN, IND","IN","USA"
697,"Texas A&M",11474,"Caroline Meuth","Graduate Student","San Antonio","Texas","Winston Churchill","Notre Dame","5'11""","Outside","16","https://www.12thman.com/sports/womens-volleyball/roster/caroline-meuth/11474","2023",5,11,71,"OH",,"OH","Graduate Student",0,"Winston Churchill","SAN ANTONIO, TEXAS","TX","USA"
697,"Texas A&M",11961,"Morgan Perkins","Sophomore","Rosharon","Texas","Episcopal","Oklahoma","6'1""","Middle","21","https://www.12thman.com/sports/womens-volleyball/roster/morgan-perkins/11961","2023",6,1,73,"MB",,"MB","Sophomore",0,"Episcopal","ROSHARON, TEXAS","TX","USA"
697,"Texas A&M",11962,"Alayna Pearson","Freshman","Overland Park","Kan","Blue Valley Northwest",,"5'6""","Libero/Defensive","24","https://www.12thman.com/sports/womens-volleyball/roster/alayna-pearson/11962","2023",5,6,66,"L","DS","L/DS","Freshman",0,"Blue Valley Northwest","OVERLAND PARK, KAN","KS","USA"
8,"Alabama",9508,"Micah Gryniewicz","Sophomore","Chandler","Ariz","Hamilton HS",,"6'1""","Outside","1","https://www.rolltide.com/sports/womens-volleyball/roster/micah-gryniewicz/9508","2023",6,1,73,"OH",,"OH","Sophomore",0,"Hamilton HS","CHANDLER, ARIZ","AZ","USA"
8,"Alabama",9515,"Callie Kieffer","Freshman","Prosper","Texas","Prosper HS",,"5'10""","Setter","2","https://www.rolltide.com/sports/womens-volleyball/roster/callie-kieffer/9515","2023",5,10,70,"S",,"S","Freshman",0,"Prosper HS","PROSPER, TEXAS","TX","USA"
8,"Alabama",9516,"Allison Berent","Freshman","Rochester Hills","Mich","Notre Dame Prepatory",,"5'7""","Libero/Defensive","3","https://www.rolltide.com/sports/womens-volleyball/roster/allison-berent/9516","2023",5,7,67,"L","DS","L/DS","Freshman",0,"Notre Dame Prepatory","ROCHESTER HILLS, MICH","MI","USA"
8,"Alabama",9517,"Jordyn Towns","Freshman","Loganville","Georgia","Loganville Christian Academy",,"6'6""","Middle","4","https://www.rolltide.com/sports/womens-volleyball/roster/jordyn-towns/9517","2023",6,6,78,"MB",,"MB","Freshman",0,"Loganville Christian Academy","LOGANVILLE, GA","GA","USA"
8,"Alabama",9507,"Sydney Gholson","Junior","Keller","Texas","Keller HS",,"5'5""","Libero/Defensive","5","https://www.rolltide.com/sports/womens-volleyball/roster/sydney-gholson/9507","2023",5,5,65,"L","DS","L/DS","Junior",0,"Keller HS","KELLER, TEXAS","TX","USA"
8,"Alabama",9512,"Victoria Schmer","Senior","Chelsea","Ala","Chelsea HS",,"5'4""","L/DS","7","https://www.rolltide.com/sports/womens-volleyball/roster/victoria-schmer/9512","2023",5,4,64,"L","DS","L/DS","Senior",0,"Chelsea HS","CHELSEA, ALA","AL","USA"
8,"Alabama",9509,"Sami Jacobs","Junior","Prosper","Texas","Prosper HS",,"6'0""","Outside","9","https://www.rolltide.com/sports/womens-volleyball/roster/sami-jacobs/9509","2023",6,0,72,"OH",,"OH","Junior",0,"Prosper HS","PROSPER, TEXAS","TX","USA"
8,"Alabama",9510,"Malia Moore","Junior","Mills River","NC.","West Henderson HS",,"5'8""","Defensive","10","https://www.rolltide.com/sports/womens-volleyball/roster/malia-moore/9510","2023",5,8,68,"DS",,"DS","Junior",0,"West Henderson HS","MILLS RIVER, NC","NC","USA"
8,"Alabama",9518,"Kaleigh Palmer","Freshman","Wapakoneta","Ohio","Wapakoneta HS",,"6'4""","Outside","11","https://www.rolltide.com/sports/womens-volleyball/roster/kaleigh-palmer/9518","2023",6,4,76,"OH",,"OH","Freshman",0,"Wapakoneta HS","WAPAKONETA, OHIO","OH","USA"
8,"Alabama",9521,"Gabbi LeBlanc","Freshman","Phoenix","Ariz","Desert Vista HS",,"5'8""","Setter","12","https://www.rolltide.com/sports/womens-volleyball/roster/gabbi-leblanc/9521","2023",5,8,68,"S",,"S","Freshman",0,"Desert Vista HS","PHOENIX, ARIZ","AZ","USA"
8,"Alabama",9513,"Alyiah Wells","Graduate Student","Memphis","Tenn","Briarcrest Christian School",,"6'2""","Middle","13","https://www.rolltide.com/sports/womens-volleyball/roster/alyiah-wells/9513","2023",6,2,74,"MB",,"MB","Graduate Student",0,"Briarcrest Christian School","MEMPHIS, TENN","TN","USA"
8,"Alabama",9519,"Lily Hopkins","Freshman","Tomball","Texas","Tomball HS",,"5'6""","Libero/Defensive","15","https://www.rolltide.com/sports/womens-volleyball/roster/lily-hopkins/9519","2023",5,6,66,"L","DS","L/DS","Freshman",0,"Tomball HS","TOMBALL, TEXAS","TX","USA"
8,"Alabama",9511,"Kendyl Reaugh","Senior","Highland Park","Texas","Highland Park HS",,"6'3""","OH","19","https://www.rolltide.com/sports/womens-volleyball/roster/kendyl-reaugh/9511","2023",6,3,75,"OH",,"OH","Senior",0,"Highland Park HS","HIGHLAND PARK, TEXAS","TX","USA"
8,"Alabama",9514,"Francesca Bertucci","Junior","Chicago","Ill","De La Salle HS","Northern Illinois","5'5""","Libero/Defensive","21","https://www.rolltide.com/sports/womens-volleyball/roster/francesca-bertucci/9514","2023",5,5,65,"L","DS","L/DS","Junior",0,"De La Salle HS","CHICAGO, ILL","IL","USA"
8,"Alabama",9520,"Kyla Dunaway","Freshman","Kimberly","Wisc","Kimberly HS",,"6'4""","Outside","22","https://www.rolltide.com/sports/womens-volleyball/roster/kyla-dunaway/9520","2023",6,4,76,"OH",,"OH","Freshman",0,"Kimberly HS","KIMBERLY, WISC","WI","USA"
8,"Alabama",9506,"Chaise Campbell","Senior","St. Petersburg","Fla","Shorecrest Prepatory School",,"6'3""","MB","23","https://www.rolltide.com/sports/womens-volleyball/roster/chaise-campbell/9506","2023",6,3,75,"MB",,"MB","Senior",0,"Shorecrest Prepatory School","ST PETERSBURG, FLA","FL","USA"
29,"Arizona",15420,"Sydnie Vanek","Freshman","Clovis","Calif","Clovis H.S.",,"6'0""","Outside","1","https://www.arizonawildcats.com/sports/womens-volleyball/roster/sydnie-vanek/15420","2023",6,0,72,"OH",,"OH","Freshman",0,"Clovis H.S.","CLOVIS, CALIF","CA","USA"
29,"Arizona",15240,"Sofia Maldonado Diaz","Senior","Guadalajara","Jalisco, Mexico","Cervantes Loma Bonita",,"6'0""","Outside","2","https://www.arizonawildcats.com/sports/womens-volleyball/roster/sofia-maldonado-diaz/15240","2023",6,0,72,"OH",,"OH","Senior",0,"Cervantes Loma Bonita","GUADALAJARA, JALISCO, MEXICO",,"MEXICO"
29,"Arizona",15421,"Ania Swartzendruber","Freshman","Parker","Colo","Legend H.S.",,"5'9""","Libero/Defensive","3","https://www.arizonawildcats.com/sports/womens-volleyball/roster/ania-swartzendruber/15421","2023",5,9,69,"L","DS","L/DS","Freshman",0,"Legend H.S.","PARKER, COLO","CO","USA"
29,"Arizona",15247,"Kasen Rosenthal","Sophomore","Austin","Texas","Austin H.S.","UConn","6'0""","Setter","4","https://www.arizonawildcats.com/sports/womens-volleyball/roster/kasen-rosenthal/15247","2023",6,0,72,"S",,"S","Sophomore",0,"Austin H.S.","AUSTIN, TEXAS","TX","USA"
29,"Arizona",15422,"Jordan Wilson","Sophomore","Gilbert","Ariz","Hamilton H.S.","USC","6'0""","Outside","5","https://www.arizonawildcats.com/sports/womens-volleyball/roster/jordan-wilson/15422","2023",6,0,72,"OH",,"OH","Sophomore",0,"Hamilton H.S.","GILBERT, ARIZ","AZ","USA"
29,"Arizona",15423,"Tess Fuqua","Freshman","Las Cruces","NM.","Centennial H.S.",,"6'0""","Outside","6","https://www.arizonawildcats.com/sports/womens-volleyball/roster/tess-fuqua/15423","2023",6,0,72,"OH",,"OH","Freshman",0,"Centennial H.S.","LAS CRUCES, NM","NM","USA"
29,"Arizona",15237,"Ana Heath","Sophomore","Murphy","Texas","Wylie H.S.",,"5'10""","Setter","7","https://www.arizonawildcats.com/sports/womens-volleyball/roster/ana-heath/15237","2023",5,10,70,"S",,"S","Sophomore",0,"Wylie H.S.","MURPHY, TEXAS","TX","USA"
29,"Arizona",15245,"Haven Wray","Junior","Peoria","Ariz","Sunrise Mountain H.S.",,"5'6""","Libero/Defensive","8","https://www.arizonawildcats.com/sports/womens-volleyball/roster/haven-wray/15245","2023",5,6,66,"L","DS","L/DS","Junior",0,"Sunrise Mountain H.S.","PEORIA, ARIZ","AZ","USA"
29,"Arizona",15238,"Jaelyn Hodge","Senior","Queen Creek","Ariz","Basha H.S.",,"6'0""","Outside","11","https://www.arizonawildcats.com/sports/womens-volleyball/roster/jaelyn-hodge/15238","2023",6,0,72,"OH",,"OH","Senior",0,"Basha H.S.","QUEEN CREEK, ARIZ","AZ","USA"
29,"Arizona",15236,"Joy Galles","Senior","Truckee","Calif","Tahoe Truckee H.S.",,"5'5""","Defensive","12","https://www.arizonawildcats.com/sports/womens-volleyball/roster/joy-galles/15236","2023",5,5,65,"DS",,"DS","Senior",0,"Tahoe Truckee H.S.","TRUCKEE, CALIF","CA","USA"
29,"Arizona",15244,"Ava Tortorello","Junior","Chicago","Ill","Latin School of Chicago",,"5'8""","Defensive","14","https://www.arizonawildcats.com/sports/womens-volleyball/roster/ava-tortorello/15244","2023",5,8,68,"DS",,"DS","Junior",0,"Latin School of Chicago","CHICAGO, ILL","IL","USA"
29,"Arizona",15429,"Giorgia Mandotti","Freshman","Milan","Italy","Liceo Virgilio Milano",,"5'7""","Libero/Defensive","15","https://www.arizonawildcats.com/sports/womens-volleyball/roster/giorgia-mandotti/15429","2023",5,7,67,"L","DS","L/DS","Freshman",0,"Liceo Virgilio Milano","MILAN, ITALY",,"ITALY"
29,"Arizona",15246,"Kylie Wong","Sophomore","Chandler","Ariz",,,"5'6""","Defensive","16","https://www.arizonawildcats.com/sports/womens-volleyball/roster/kylie-wong/15246","2023",5,6,66,"DS",,"DS","Sophomore",0,,"CHANDLER, ARIZ","AZ","USA"
29,"Arizona",15426,"Kenzie Schoenhardt","Freshman","Gilbert","Ariz","Gilbert H.S.",,"5'9""","Libero/Defensive","20","https://www.arizonawildcats.com/sports/womens-volleyball/roster/kenzie-schoenhardt/15426","2023",5,9,69,"L","DS","L/DS","Freshman",0,"Gilbert H.S.","GILBERT, ARIZ","AZ","USA"
29,"Arizona",15235,"Nicole Briggs","Junior","Chino","Calif","Don Antonio Lugo H.S.",,"6'2""","Middle","22","https://www.arizonawildcats.com/sports/womens-volleyball/roster/nicole-briggs/15235","2023",6,2,74,"MB",,"MB","Junior",0,"Don Antonio Lugo H.S.","CHINO, CALIF","CA","USA"
29,"Arizona",15427,"Laura Detweiler","Freshman","Purcellville","Virginia","Woodgrove H.S.",,"5'8""","Libero/Defensive","23","https://www.arizonawildcats.com/sports/womens-volleyball/roster/laura-detweiler/15427","2023",5,8,68,"L","DS","L/DS","Freshman",0,"Woodgrove H.S.","PURCELLVILLE, VA","VA","USA"
29,"Arizona",15239,"Alayna Johnson","Junior","Worthington","Ohio","Thomas Worthington H.S.",,"6'3""","Middle","32","https://www.arizonawildcats.com/sports/womens-volleyball/roster/alayna-johnson/15239","2023",6,3,75,"MB",,"MB","Junior",0,"Thomas Worthington H.S.","WORTHINGTON, OHIO","OH","USA"
29,"Arizona",15428,"Journey Tucker","Freshman","Buckeye","Ariz","Verrado H.S.",,"6'2""","Middle","35","https://www.arizonawildcats.com/sports/womens-volleyball/roster/journey-tucker/15428","2023",6,2,74,"MB",,"MB","Freshman",0,"Verrado H.S.","BUCKEYE, ARIZ","AZ","USA"
725,"Army",21064,"Diana Ethridge","Junior","Chandler","Ariz","Hamilton",,"5'10""","Setter","1","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/diana-ethridge/21064","2023",5,10,70,"S",,"S","Junior",0,"Hamilton","CHANDLER, ARIZ","AZ","USA"
725,"Army",21085,"Ellia Sechrist","Freshman","White Lake Mich.",,"Walled Lake Central (USMAPS)",,"6'0""","Outside","2","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/ellia-sechrist/21085","2023",6,0,72,"OH",,"OH","Freshman",0,"Walled Lake Central (USMAPS)","WHITE LAKE MICH","MI","USA"
725,"Army",21086,"Juliette Myrick","Freshman","St. Louis","Missouri","Eureka High School",,"6'0""","Setter","3","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/juliette-myrick/21086","2023",6,0,72,"S",,"S","Freshman",0,"Eureka High School","ST LOUIS, MO","MO","USA"
725,"Army",21084,"Kuranda Ruggiero","Freshman","Griswold","Conn","Griswold High School",,"5'8""","Setter","4","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kuranda-ruggiero/21084","2023",5,8,68,"S",,"S","Freshman",0,"Griswold High School","GRISWOLD, CONN","CT","USA"
725,"Army",21077,"Riley Parchment","Senior","Kensington","Maryland","The Academy of the Holy Cross",,"5'8""","Libero","5","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/riley-parchment/21077","2023",5,8,68,"L",,"L","Senior",0,"The Academy of the Holy Cross","KENSINGTON, MD","MD","USA"
725,"Army",21065,"Paige Fixemer","Senior","Omaha","Neb","Millard South",,"6'2""","Middle","6","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/paige-fixemer/21065","2023",6,2,74,"MB",,"MB","Senior",0,"Millard South","OMAHA, NEB","NE","USA"
725,"Army",21062,"Allanah Cutler","Senior","Long Beach","Calif","Long Beach Polytechnic",,"5'11""","Opposite","7","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/allanah-cutler/21062","2023",5,11,71,"OPP",,"OPP","Senior",0,"Long Beach Polytechnic","LONG BEACH, CALIF","CA","USA"
725,"Army",21060,"Ashli Alcala-Romero","Sophomore","Honolulu","Hawaii","Maryknoll",,"5'5""","Libero","8","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/ashli-alcala-romero/21060","2023",5,5,65,"L",,"L","Sophomore",0,"Maryknoll","HONOLULU, HAWAII","HI","USA"
725,"Army",21072,"Mackenzie Lynch","Sophomore","Fletcher","NC.","T.C. Roberson",,"6'2""","Outside","9","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/mackenzie-lynch/21072","2023",6,2,74,"OH",,"OH","Sophomore",0,"T.C. Roberson","FLETCHER, NC","NC","USA"
725,"Army",21071,"Alyssa Lukasik","Senior","Mulberry","Ind","Clinton Prairie",,"6'1""","Middle","10","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/alyssa-lukasik/21071","2023",6,1,73,"MB",,"MB","Senior",0,"Clinton Prairie","MULBERRY, IND","IN","USA"
725,"Army",21080,"Isabella Sullivan","Senior","San Antonio","Texas","Keystone",,"5'7""","Setter","11","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/isabella-sullivan/21080","2023",5,7,67,"S",,"S","Senior",0,"Keystone","SAN ANTONIO, TEXAS","TX","USA"
725,"Army",21074,"Brooke Middleton","Sophomore","Fresno","Texas","St. Agnes Academy (USMAPS)",,"6'1""","Middle","14","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/brooke-middleton/21074","2023",6,1,73,"MB",,"MB","Sophomore",0,"St. Agnes Academy (USMAPS)","FRESNO, TEXAS","TX","USA"
725,"Army",21075,"Chloe Murakami","Sophomore","Chandler","Ariz","Basha",,"6'0""","Outside","15","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/chloe-murakami/21075","2023",6,0,72,"OH",,"OH","Sophomore",0,"Basha","CHANDLER, ARIZ","AZ","USA"
725,"Army",21070,"Mackenzie Karnig","Senior","Carlsbad","Calif","Carlsbad",,"6'0""","Outside","16","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/mackenzie-karnig/21070","2023",6,0,72,"OH",,"OH","Senior",0,"Carlsbad","CARLSBAD, CALIF","CA","USA"
725,"Army",21079,"Norah Shattan","Sophomore","New Canaan","Conn","King School",,"5'8""","Outside","17","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/norah-shattan/21079","2023",5,8,68,"OH",,"OH","Sophomore",0,"King School","NEW CANAAN, CONN","CT","USA"
725,"Army",21069,"Julia Johnson","Junior","McHenry","Ill","Huntley",,"5'10""","Outside","21","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/julia-johnson/21069","2023",5,10,70,"OH",,"OH","Junior",0,"Huntley","MCHENRY, ILL","IL","USA"
725,"Army",21076,"Kai Nickerson","Senior","Los Angeles","Calif","Rolling Hills Preparatory",,"5'8""","Outside","22","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kai-nickerson/21076","2023",5,8,68,"OH",,"OH","Senior",0,"Rolling Hills Preparatory","LOS ANGELES, CALIF","CA","USA"
725,"Army",21061,"Savannah Bray","Senior","Woodstock","Georgia","Etowah",,"5'10""","Outside","23","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/savannah-bray/21061","2023",5,10,70,"OH",,"OH","Senior",0,"Etowah","WOODSTOCK, GA","GA","USA"
725,"Army",21083,"Addy Frye","Freshman","Zionsville","Ind","Traders Point Christian High School",,"5'8""","Outside","24","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/addy-frye/21083","2023",5,8,68,"OH",,"OH","Freshman",0,"Traders Point Christian High School","ZIONSVILLE, IND","IN","USA"
725,"Army",21082,"Kingsley Wallace","Junior","Houston","Texas","Memorial Senior",,"6'4""","Opposite","25","https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kingsley-wallace/21082","2023",6,4,76,"OPP",,"OPP","Junior",0,"Memorial Senior","HOUSTON, TEXAS","TX","USA"
37,"Auburn",18841,"Madison Scheer","Sophomore","Eureka","Missouri","Eureka",,"6'1""","Pin","1","https://www.auburntigers.com/sports/womens-volleyball/roster/madison-scheer/18841","2023",6,1,73,"PH",,"PH","Sophomore",0,"Eureka","EUREKA, MO","MO","USA"
37,"Auburn",18840,"Sarah Morton","Sophomore","Munster","Ind","Munster",,"5'8""","Libero","2","https://www.auburntigers.com/sports/womens-volleyball/roster/sarah-morton/18840","2023",5,8,68,"L",,"L","Sophomore",0,"Munster","MUNSTER, IND","IN","USA"
37,"Auburn",18833,"Akasha Anderson","Sophomore","Reston","Virginia","Herndon",,"6'3""","Pin","3","https://www.auburntigers.com/sports/womens-volleyball/roster/akasha-anderson/18833","2023",6,3,75,"PH",,"PH","Sophomore",0,"Herndon","RESTON, VA","VA","USA"
37,"Auburn",18839,"Fallan Lanham","Junior","Louisville","Kentucky","Mercy Academy",,"5'8""","Libero","4","https://www.auburntigers.com/sports/womens-volleyball/roster/fallan-lanham/18839","2023",5,8,68,"L",,"L","Junior",0,"Mercy Academy","LOUISVILLE, KY","KY","USA"
37,"Auburn",18849,"Bella Bell","Senior","Blythewood","SC.","Blythewood","Kentucky","6'3""","Middle","5","https://www.auburntigers.com/sports/womens-volleyball/roster/bella-bell/18849","2023",6,3,75,"MB",,"MB","Senior",0,"Blythewood","BLYTHEWOOD, SC","SC","USA"
37,"Auburn",18844,"Kyla Swanson","Graduate Student","Wahoo","Neb","Wahoo","Illinois","6'4""","Middle","6","https://www.auburntigers.com/sports/womens-volleyball/roster/kyla-swanson/18844","2023",6,4,76,"MB",,"MB","Graduate Student",0,"Wahoo","WAHOO, NEB","NE","USA"
37,"Auburn",18835,"Peyton Dunn","Redshirt Sophomore","Decatur","Texas","Legend","Oklahoma","5'11""","Setter","7","https://www.auburntigers.com/sports/womens-volleyball/roster/peyton-dunn/18835","2023",5,11,71,"S",,"S","Sophomore",1,"Legend","DECATUR, TEXAS","TX","USA"
37,"Auburn",18838,"Kendal Kemp","Sophomore","Eagan","Minn","Eagan",,"6'6""","Middle","8","https://www.auburntigers.com/sports/womens-volleyball/roster/kendal-kemp/18838","2023",6,6,78,"MB",,"MB","Sophomore",0,"Eagan","EAGAN, MINN","MN","USA"
37,"Auburn",18843,"Zoe Slaughter","Sophomore","Honolulu","Hawaii","Moanalua",,"5'7""","Libero","9","https://www.auburntigers.com/sports/womens-volleyball/roster/zoe-slaughter/18843","2023",5,7,67,"L",,"L","Sophomore",0,"Moanalua","HONOLULU, HAWAII","HI","USA"
37,"Auburn",18834,"Jackie Barrett","Senior","Highland","Calif","Citrus Valley",,"6'2""","Setter","10","https://www.auburntigers.com/sports/womens-volleyball/roster/jackie-barrett/18834","2023",6,2,74,"S",,"S","Senior",0,"Citrus Valley","HIGHLAND, CALIF","CA","USA"
37,"Auburn",18842,"Jordan Sinness","Junior","Sebring","Fla","Sebring",,"5'9""","Setter","11","https://www.auburntigers.com/sports/womens-volleyball/roster/jordan-sinness/18842","2023",5,9,69,"S",,"S","Junior",0,"Sebring","SEBRING, FLA","FL","USA"
37,"Auburn",18846,"Bel Zimmerman","Sophomore","Liberty","Missouri","Liberty North",,"6'2""","Pin","12","https://www.auburntigers.com/sports/womens-volleyball/roster/bel-zimmerman/18846","2023",6,2,74,"PH",,"PH","Sophomore",0,"Liberty North","LIBERTY, MO","MO","USA"
37,"Auburn",18960,"Paige Thibault","Junior","Watertown","Minn","Watertown-Mayer","Florida International","5'6""","Libero","13","https://www.auburntigers.com/sports/womens-volleyball/roster/paige-thibault/18960","2023",5,6,66,"L",,"L","Junior",0,"Watertown-Mayer","WATERTOWN, MINN","MN","USA"
37,"Auburn",18837,"Chelsey Harmon","Senior","Puyallup","Wash","Gov. John R. Rogers High School","Portland","6'3""","Middle","14","https://www.auburntigers.com/sports/womens-volleyball/roster/chelsey-harmon/18837","2023",6,3,75,"MB",,"MB","Senior",0,"Gov. John R. Rogers High School","PUYALLUP, WASH","WA","USA"
37,"Auburn",18845,"Cassidy Tanton","Redshirt Sophomore","Stoneville","NC.","Dalton McMichael",,"6'0""","Pin","17","https://www.auburntigers.com/sports/womens-volleyball/roster/cassidy-tanton/18845","2023",6,0,72,"PH",,"PH","Sophomore",1,"Dalton McMichael","STONEVILLE, NC","NC","USA"
37,"Auburn",18848,"Jasmine Okeoma","Freshman","Woodbridge","Virginia","Forest Park",,"6'3""","Middle","19","https://www.auburntigers.com/sports/womens-volleyball/roster/jasmine-okeoma/18848","2023",6,3,75,"MB",,"MB","Freshman",0,"Forest Park","WOODBRIDGE, VA","VA","USA"
37,"Auburn",18836,"Sydney Handel","Sophomore","Lee's Summit","Missouri","Lee's Summit West",,"6'0""","Libero","22","https://www.auburntigers.com/sports/womens-volleyball/roster/sydney-handel/18836","2023",6,0,72,"L",,"L","Sophomore",0,"Lee's Summit West","LEE'S SUMMIT, MO","MO","USA"
37,"Auburn",18847,"Lakin Laurendine","Freshman","Jackson","Miss","Jackson Academy",,"6'1""","Pin","25","https://www.auburntigers.com/sports/womens-volleyball/roster/lakin-laurendine/18847","2023",6,1,73,"PH",,"PH","Freshman",0,"Jackson Academy","JACKSON, MISS","MS","USA"
796,"Wisconsin",12065,"Sydney Reed","Senior","Glenelg","Maryland","Flint Hill",,"5'6""","Libero","0","https://www.uwbadgers.com/sports/womens-volleyball/roster/sydney-reed/12065","2023",5,6,66,"L",,"L","Senior",0,"Flint Hill","GLENELG, MD","MD","USA"
796,"Wisconsin",12057,"Joslyn Boyer","Graduate Student","Downers Grove","Ill","Montini Catholic",,"5'6""","Libero","1","https://www.uwbadgers.com/sports/womens-volleyball/roster/joslyn-boyer/12057","2023",5,6,66,"L",,"L","Graduate Student",0,"Montini Catholic","DOWNERS GROVE, ILL","IL","USA"
796,"Wisconsin",12059,"Saige Damrow","Freshman","Howards Grove","Wis","Howards Grove",,"5'8""","Libero","3","https://www.uwbadgers.com/sports/womens-volleyball/roster/saige-damrow/12059","2023",5,8,68,"L",,"L","Freshman",0,"Howards Grove","HOWARDS GROVE, WIS","WI","USA"
796,"Wisconsin",12062,"MJ Hammill","Senior","Greenwood","Ind","Center Grove",,"6'2""","Setter","6","https://www.uwbadgers.com/sports/womens-volleyball/roster/mj-hammill/12062","2023",6,2,74,"S",,"S","Senior",0,"Center Grove","GREENWOOD, IND","IN","USA"
796,"Wisconsin",12063,"Gabby McCaa","Graduate Student","Minneapolis","Minn","St. Louis Park",,"6'3""","Middle","7","https://www.uwbadgers.com/sports/womens-volleyball/roster/gabby-mccaa/12063","2023",6,3,75,"MB",,"MB","Graduate Student",0,"St. Louis Park","MINNEAPOLIS, MINN","MN","USA"
796,"Wisconsin",12058,"CC Crawford","Senior","Lansing","Kan","Lansing",,"6'3""","Middle","9","https://www.uwbadgers.com/sports/womens-volleyball/roster/cc-crawford/12058","2023",6,3,75,"MB",,"MB","Senior",0,"Lansing","LANSING, KAN","KS","USA"
